prev_filename,filename,cell_type,xmin,xmax,ymin,ymax
1000_r07c04f533p01.png,1000.png,R,380,444,530,590
1000_r07c04f533p01.png,1000.png,R,322,372,548,614
1000_r07c04f533p01.png,1000.png,R,274,366,466,576
1000_r07c04f533p01.png,1000.png,R,152,238,868,952
1000_r07c04f533p01.png,1000.png,R,200,296,1030,1080
1000_r07c04f533p01.png,1000.png,R,464,540,884,950
1000_r07c04f533p01.png,1000.png,R,500,566,698,766
1000_r07c04f533p01.png,1000.png,R,1034,1080,1008,1080
1000_r07c04f533p01.png,1000.png,R,208,260,218,274
1000_r07c04f533p01.png,1000.png,R,1006,1080,842,930
1000_r07c04f533p01.png,1000.png,R,950,1020,400,470
1000_r07c04f533p01.png,1000.png,R,922,998,310,380
1000_r07c04f533p01.png,1000.png,R,902,974,18,88
1000_r07c04f533p01.png,1000.png,R,742,822,2,50
1000_r07c04f533p01.png,1000.png,R,644,730,316,398
1000_r07c04f533p01.png,1000.png,R,558,642,310,392
1000_r07c04f533p01.png,1000.png,R,630,740,444,542
1000_r07c04f533p01.png,1000.png,R,676,768,530,628
1000_r07c04f533p01.png,1000.png,R,1036,1082,728,816
1000_r07c04f533p01.png,1000.png,R,260,336,168,242
1000_r07c04f533p01.png,1000.png,R,570,662,514,596
1000_r07c04f533p01.png,1000.png,R,824,910,564,650
1000_r07c04f533p01.png,1000.png,R,418,508,466,544
1001_r07c04f534p01.png,1001.png,R,2,58,372,500
1001_r07c04f534p01.png,1001.png,R,250,352,644,742
1001_r07c04f534p01.png,1001.png,R,212,312,500,602
1001_r07c04f534p01.png,1001.png,R,238,322,434,508
1001_r07c04f534p01.png,1001.png,R,244,360,314,442
1001_r07c04f534p01.png,1001.png,R,214,296,94,174
1001_r07c04f534p01.png,1001.png,R,382,464,484,546
1001_r07c04f534p01.png,1001.png,R,436,500,526,596
1001_r07c04f534p01.png,1001.png,R,170,248,694,766
1001_r07c04f534p01.png,1001.png,R,202,280,944,1002
1001_r07c04f534p01.png,1001.png,R,664,752,794,876
1001_r07c04f534p01.png,1001.png,R,642,712,738,814
1001_r07c04f534p01.png,1001.png,R,672,752,864,944
1001_r07c04f534p01.png,1001.png,R,894,978,872,948
1001_r07c04f534p01.png,1001.png,R,924,1034,304,414
1001_r07c04f534p01.png,1001.png,R,1022,1080,278,356
1001_r07c04f534p01.png,1001.png,R,588,676,2,26
1001_r07c04f534p01.png,1001.png,R,594,690,808,892
1001_r07c04f534p01.png,1001.png,R,594,666,150,214
1001_r07c04f534p01.png,1001.png,R,1054,1080,348,400
1001_r07c04f534p01.png,1001.png,R,518,606,858,940
1002_r07c04f535p01.png,1002.png,R,118,200,142,220
1002_r07c04f535p01.png,1002.png,R,148,250,288,394
1002_r07c04f535p01.png,1002.png,R,94,182,422,506
1002_r07c04f535p01.png,1002.png,R,168,236,636,710
1002_r07c04f535p01.png,1002.png,R,236,322,882,966
1002_r07c04f535p01.png,1002.png,R,140,230,980,1072
1002_r07c04f535p01.png,1002.png,R,2,62,974,1078
1002_r07c04f535p01.png,1002.png,R,544,642,556,644
1002_r07c04f535p01.png,1002.png,R,630,696,618,686
1002_r07c04f535p01.png,1002.png,R,516,596,384,456
1002_r07c04f535p01.png,1002.png,R,572,652,330,414
1002_r07c04f535p01.png,1002.png,R,470,584,208,310
1002_r07c04f535p01.png,1002.png,R,890,942,1048,1080
1002_r07c04f535p01.png,1002.png,R,938,1016,1028,1080
1002_r07c04f535p01.png,1002.png,R,972,1066,968,1064
1002_r07c04f535p01.png,1002.png,R,1032,1080,878,964
1002_r07c04f535p01.png,1002.png,R,1054,1084,812,870
1002_r07c04f535p01.png,1002.png,R,1042,1080,740,812
1002_r07c04f535p01.png,1002.png,R,980,1054,516,588
1002_r07c04f535p01.png,1002.png,R,1008,1066,304,374
1002_r07c04f535p01.png,1002.png,R,886,968,228,304
1002_r07c04f535p01.png,1002.png,R,826,906,214,292
1002_r07c04f535p01.png,1002.png,R,762,868,126,238
1002_r07c04f535p01.png,1002.png,R,850,912,72,140
1002_r07c04f535p01.png,1002.png,R,740,800,42,104
1002_r07c04f535p01.png,1002.png,R,634,738,2,108
1002_r07c04f535p01.png,1002.png,R,12,90,250,324
1002_r07c04f535p01.png,1002.png,R,542,638,12,100
1002_r07c04f535p01.png,1002.png,R,742,818,350,422
1002_r07c04f535p01.png,1002.png,R,42,136,166,258
1002_r07c04f535p01.png,1002.png,R,866,972,928,1030
1003_r07c04f536p01.png,1003.png,R,96,168,844,914
1003_r07c04f536p01.png,1003.png,R,4,68,440,494
1003_r07c04f536p01.png,1003.png,R,44,112,310,380
1003_r07c04f536p01.png,1003.png,R,300,392,366,464
1003_r07c04f536p01.png,1003.png,R,296,418,246,366
1003_r07c04f536p01.png,1003.png,R,376,470,180,278
1003_r07c04f536p01.png,1003.png,R,210,298,232,324
1003_r07c04f536p01.png,1003.png,R,500,574,356,430
1003_r07c04f536p01.png,1003.png,R,660,744,166,252
1003_r07c04f536p01.png,1003.png,R,572,640,38,110
1003_r07c04f536p01.png,1003.png,R,780,870,8,96
1003_r07c04f536p01.png,1003.png,R,710,784,468,536
1003_r07c04f536p01.png,1003.png,R,580,680,500,610
1003_r07c04f536p01.png,1003.png,R,776,844,782,868
1003_r07c04f536p01.png,1003.png,R,1042,1080,994,1080
1003_r07c04f536p01.png,1003.png,R,280,326,178,226
1003_r07c04f536p01.png,1003.png,R,4,86,492,588
1003_r07c04f536p01.png,1003.png,R,666,728,660,728
1003_r07c04f536p01.png,1003.png,R,892,960,278,346
1003_r07c04f536p01.png,1003.png,R,2,34,666,724
1004_r07c04f537p01.png,1004.png,R,2,16,26,94
1004_r07c04f537p01.png,1004.png,R,774,848,382,464
1004_r07c04f537p01.png,1004.png,R,922,994,568,640
1004_r07c04f537p01.png,1004.png,R,972,1044,700,770
1004_r07c04f537p01.png,1004.png,R,1034,1080,694,776
1004_r07c04f537p01.png,1004.png,R,850,948,56,156
1004_r07c04f537p01.png,1004.png,R,712,792,74,152
1004_r07c04f537p01.png,1004.png,R,550,634,54,136
1004_r07c04f537p01.png,1004.png,R,486,554,62,128
1004_r07c04f537p01.png,1004.png,R,516,660,2,60
1004_r07c04f537p01.png,1004.png,R,316,410,2,36
1004_r07c04f537p01.png,1004.png,R,152,242,212,312
1004_r07c04f537p01.png,1004.png,R,106,164,168,254
1004_r07c04f537p01.png,1004.png,R,38,114,348,428
1004_r07c04f537p01.png,1004.png,R,178,296,84,214
1004_r07c04f537p01.png,1004.png,R,116,214,746,832
1004_r07c04f537p01.png,1004.png,R,138,222,828,910
1004_r07c04f537p01.png,1004.png,R,50,130,1002,1080
1004_r07c04f537p01.png,1004.png,R,2,28,966,1050
1004_r07c04f537p01.png,1004.png,R,346,408,1044,1080
1004_r07c04f537p01.png,1004.png,R,410,460,1018,1080
1004_r07c04f537p01.png,1004.png,R,568,666,996,1080
1004_r07c04f537p01.png,1004.png,R,578,662,912,998
1004_r07c04f537p01.png,1004.png,R,570,654,832,916
1004_r07c04f537p01.png,1004.png,R,614,706,768,860
1004_r07c04f537p01.png,1004.png,R,680,762,724,812
1004_r07c04f537p01.png,1004.png,R,610,720,474,582
1004_r07c04f537p01.png,1004.png,R,394,514,642,756
1004_r07c04f537p01.png,1004.png,R,752,820,202,268
1004_r07c04f537p01.png,1004.png,R,378,454,750,818
1004_r07c04f537p01.png,1004.png,R,364,424,982,1048
1005_r07c04f538p01.png,1005.png,R,450,490,164,208
1005_r07c04f538p01.png,1005.png,R,516,600,224,290
1005_r07c04f538p01.png,1005.png,R,348,440,224,324
1005_r07c04f538p01.png,1005.png,R,238,348,238,346
1005_r07c04f538p01.png,1005.png,R,248,334,512,582
1005_r07c04f538p01.png,1005.png,R,2,14,546,618
1005_r07c04f538p01.png,1005.png,R,2,80,668,802
1005_r07c04f538p01.png,1005.png,R,316,380,1044,1080
1005_r07c04f538p01.png,1005.png,R,438,502,996,1062
1005_r07c04f538p01.png,1005.png,R,204,286,1034,1080
1005_r07c04f538p01.png,1005.png,R,750,864,772,884
1005_r07c04f538p01.png,1005.png,R,952,1080,176,302
1005_r07c04f538p01.png,1005.png,R,1042,1080,8,114
1005_r07c04f538p01.png,1005.png,R,680,762,2,56
1005_r07c04f538p01.png,1005.png,R,690,780,524,616
1005_r07c04f538p01.png,1005.png,R,2,38,1050,1080
1005_r07c04f538p01.png,1005.png,R,424,518,82,162
1005_r07c04f538p01.png,1005.png,R,480,548,130,196
1005_r07c04f538p01.png,1005.png,R,1066,1080,974,1032
1005_r07c04f538p01.png,1005.png,R,358,440,94,172
1005_r07c04f538p01.png,1005.png,R,866,968,972,1044
1006_r07c04f539p01.png,1006.png,R,2,50,36,130
1006_r07c04f539p01.png,1006.png,R,4,82,426,510
1006_r07c04f539p01.png,1006.png,R,268,342,530,612
1006_r07c04f539p01.png,1006.png,R,204,266,684,760
1006_r07c04f539p01.png,1006.png,R,224,298,746,832
1006_r07c04f539p01.png,1006.png,R,114,208,848,938
1006_r07c04f539p01.png,1006.png,R,116,182,954,1006
1006_r07c04f539p01.png,1006.png,R,174,258,916,1006
1006_r07c04f539p01.png,1006.png,R,440,522,628,720
1006_r07c04f539p01.png,1006.png,R,708,788,670,742
1006_r07c04f539p01.png,1006.png,R,834,924,1018,1080
1006_r07c04f539p01.png,1006.png,R,1008,1080,612,700
1006_r07c04f539p01.png,1006.png,R,862,982,524,640
1006_r07c04f539p01.png,1006.png,R,788,868,520,590
1006_r07c04f539p01.png,1006.png,R,844,912,476,546
1006_r07c04f539p01.png,1006.png,R,788,862,148,218
1006_r07c04f539p01.png,1006.png,R,840,960,48,166
1006_r07c04f539p01.png,1006.png,R,900,962,2,54
1006_r07c04f539p01.png,1006.png,R,968,1066,2,100
1006_r07c04f539p01.png,1006.png,R,506,590,110,188
1006_r07c04f539p01.png,1006.png,R,56,130,490,560
1006_r07c04f539p01.png,1006.png,R,466,538,346,408
1006_r07c04f539p01.png,1006.png,R,902,972,968,1038
1006_r07c04f539p01.png,1006.png,R,948,1026,876,962
1007_r07c04f540p01.png,1007.png,R,270,352,330,402
1007_r07c04f540p01.png,1007.png,R,362,430,382,458
1007_r07c04f540p01.png,1007.png,R,234,338,674,792
1007_r07c04f540p01.png,1007.png,R,78,148,944,1016
1007_r07c04f540p01.png,1007.png,R,36,122,1050,1080
1007_r07c04f540p01.png,1007.png,R,292,356,160,228
1007_r07c04f540p01.png,1007.png,R,356,444,1048,1080
1007_r07c04f540p01.png,1007.png,R,482,552,1050,1080
1007_r07c04f540p01.png,1007.png,R,630,682,972,1028
1007_r07c04f540p01.png,1007.png,R,410,476,874,946
1007_r07c04f540p01.png,1007.png,R,432,544,536,658
1007_r07c04f540p01.png,1007.png,R,502,578,644,720
1007_r07c04f540p01.png,1007.png,R,568,640,642,710
1007_r07c04f540p01.png,1007.png,R,558,654,492,576
1007_r07c04f540p01.png,1007.png,R,658,758,442,534
1007_r07c04f540p01.png,1007.png,R,766,878,336,432
1007_r07c04f540p01.png,1007.png,R,758,820,272,330
1007_r07c04f540p01.png,1007.png,R,706,784,200,284
1007_r07c04f540p01.png,1007.png,R,1032,1082,510,596
1007_r07c04f540p01.png,1007.png,R,988,1064,750,836
1007_r07c04f540p01.png,1007.png,R,260,368,386,480
1007_r07c04f540p01.png,1007.png,R,896,982,920,1010
1007_r07c04f540p01.png,1007.png,R,864,922,860,946
1007_r07c04f540p01.png,1007.png,R,254,340,252,332
1008_r07c04f541p01.png,1008.png,R,50,122,154,222
1008_r07c04f541p01.png,1008.png,R,416,504,84,162
1008_r07c04f541p01.png,1008.png,R,532,624,160,246
1008_r07c04f541p01.png,1008.png,R,500,584,236,310
1008_r07c04f541p01.png,1008.png,R,448,506,216,284
1008_r07c04f541p01.png,1008.png,R,394,450,318,376
1008_r07c04f541p01.png,1008.png,R,194,264,244,312
1008_r07c04f541p01.png,1008.png,R,504,576,370,442
1008_r07c04f541p01.png,1008.png,R,548,616,432,504
1008_r07c04f541p01.png,1008.png,R,650,738,32,116
1008_r07c04f541p01.png,1008.png,R,138,214,654,734
1008_r07c04f541p01.png,1008.png,R,2,32,600,664
1008_r07c04f541p01.png,1008.png,R,2,64,792,874
1008_r07c04f541p01.png,1008.png,R,110,208,850,942
1008_r07c04f541p01.png,1008.png,R,66,126,812,882
1008_r07c04f541p01.png,1008.png,R,220,300,994,1076
1008_r07c04f541p01.png,1008.png,R,352,436,876,966
1008_r07c04f541p01.png,1008.png,R,368,434,818,882
1008_r07c04f541p01.png,1008.png,R,540,608,1022,1076
1008_r07c04f541p01.png,1008.png,R,872,938,842,910
1008_r07c04f541p01.png,1008.png,R,932,1002,858,934
1008_r07c04f541p01.png,1008.png,R,1042,1080,352,430
1008_r07c04f541p01.png,1008.png,R,886,964,328,400
1008_r07c04f541p01.png,1008.png,R,338,412,292,368
1008_r07c04f541p01.png,1008.png,R,150,232,396,474
1008_r07c04f541p01.png,1008.png,R,906,994,16,92
1008_r07c04f541p01.png,1008.png,R,984,1024,10,58
1008_r07c04f541p01.png,1008.png,R,268,350,276,342
1008_r07c04f541p01.png,1008.png,R,970,1064,2,74
1008_r07c04f541p01.png,1008.png,R,450,512,1008,1080
1009_r07c04f542p01.png,1009.png,R,346,430,28,110
1009_r07c04f542p01.png,1009.png,R,630,710,16,98
1009_r07c04f542p01.png,1009.png,R,710,758,220,270
1009_r07c04f542p01.png,1009.png,R,1020,1082,558,638
1009_r07c04f542p01.png,1009.png,R,938,1002,828,890
1009_r07c04f542p01.png,1009.png,R,784,852,940,1008
1009_r07c04f542p01.png,1009.png,R,1026,1080,1034,1080
1009_r07c04f542p01.png,1009.png,R,906,966,1048,1080
1009_r07c04f542p01.png,1009.png,R,498,568,994,1070
1009_r07c04f542p01.png,1009.png,R,306,384,874,950
1009_r07c04f542p01.png,1009.png,R,2,68,786,860
1009_r07c04f542p01.png,1009.png,R,50,118,754,820
1009_r07c04f542p01.png,1009.png,R,18,142,644,766
1009_r07c04f542p01.png,1009.png,R,2,58,218,310
1009_r07c04f542p01.png,1009.png,R,30,106,10,76
1009_r07c04f542p01.png,1009.png,R,266,354,936,1020
1009_r07c04f542p01.png,1009.png,R,382,466,332,402
1009_r07c04f542p01.png,1009.png,R,512,592,536,614
1009_r07c04f542p01.png,1009.png,R,148,232,260,352
1009_r07c04f542p01.png,1009.png,R,370,448,202,290
1009_r07c04f542p01.png,1009.png,R,432,526,200,300
100_r06c04f193p01.png,100.png,U,417,446,1,25
100_r06c04f193p01.png,100.png,U,152,189,2,38
100_r06c04f193p01.png,100.png,U,120,149,12,45
100_r06c04f193p01.png,100.png,R,248,298,53,106
100_r06c04f193p01.png,100.png,U,215,250,409,442
100_r06c04f193p01.png,100.png,U,302,341,405,441
100_r06c04f193p01.png,100.png,R,243,274,300,337
100_r06c04f193p01.png,100.png,G,325,388,161,220
100_r06c04f193p01.png,100.png,G,342,380,2,19
100_r06c04f193p01.png,100.png,G,33,66,91,123
100_r06c04f193p01.png,100.png,U,371,408,485,516
100_r06c04f193p01.png,100.png,U,279,309,302,332
100_r06c04f193p01.png,100.png,G,186,218,371,403
100_r06c04f193p01.png,100.png,G,154,218,422,491
100_r06c04f193p01.png,100.png,G,477,509,88,119
100_r06c04f193p01.png,100.png,G,503,540,102,144
100_r06c04f193p01.png,100.png,U,45,87,332,377
100_r06c04f193p01.png,100.png,U,124,159,70,100
100_r06c04f193p01.png,100.png,R,490,530,477,516
100_r06c04f193p01.png,100.png,G,96,136,46,81
100_r06c04f193p01.png,100.png,U,355,380,53,78
100_r06c04f193p01.png,100.png,R,85,131,17,50
100_r06c04f193p01.png,100.png,G,136,185,326,375
100_r06c04f193p01.png,100.png,G,290,331,90,136
100_r06c04f193p01.png,100.png,R,1,34,6,52
100_r06c04f193p01.png,100.png,U,358,394,450,488
100_r06c04f193p01.png,100.png,U,71,121,357,406
100_r06c04f193p01.png,100.png,U,55,92,4,38
100_r06c04f193p01.png,100.png,G,476,509,417,455
100_r06c04f193p01.png,100.png,R,221,258,114,146
100_r06c04f193p01.png,100.png,U,291,323,37,70
100_r06c04f193p01.png,100.png,G,505,535,70,104
100_r06c04f193p01.png,100.png,G,4,47,303,337
100_r06c04f193p01.png,100.png,R,52,92,37,73
100_r06c04f193p01.png,100.png,G,53,88,408,440
100_r06c04f193p01.png,100.png,R,31,55,26,53
100_r06c04f193p01.png,100.png,R,513,539,450,486
100_r06c04f193p01.png,100.png,G,255,300,520,539
100_r06c04f193p01.png,100.png,R,65,105,69,109
100_r06c04f193p01.png,100.png,U,494,538,366,440
100_r06c04f193p01.png,100.png,G,317,356,124,161
100_r06c04f193p01.png,100.png,R,39,78,238,278
100_r06c04f193p01.png,100.png,U,376,406,2,31
100_r06c04f193p01.png,100.png,G,428,474,56,105
100_r06c04f193p01.png,100.png,G,329,355,415,445
100_r06c04f193p01.png,100.png,R,250,284,133,166
100_r06c04f193p01.png,100.png,U,501,533,426,449
100_r06c04f193p01.png,100.png,G,39,75,434,470
100_r06c04f193p01.png,100.png,U,3,37,377,409
100_r06c04f193p01.png,100.png,R,262,289,327,358
100_r06c04f193p01.png,100.png,R,11,49,55,96
100_r06c04f193p01.png,100.png,R,317,362,470,511
100_r06c04f193p01.png,100.png,G,121,152,396,426
100_r06c04f193p01.png,100.png,R,367,403,86,131
100_r06c04f193p01.png,100.png,R,219,256,32,68
100_r06c04f193p01.png,100.png,U,389,425,55,88
100_r06c04f193p01.png,100.png,U,156,181,202,228
100_r06c04f193p01.png,100.png,G,94,121,403,431
100_r06c04f193p01.png,100.png,R,229,262,337,377
100_r06c04f193p01.png,100.png,G,473,519,516,539
100_r06c04f193p01.png,100.png,G,311,343,444,479
100_r06c04f193p01.png,100.png,U,255,285,491,520
100_r06c04f193p01.png,100.png,U,394,427,458,492
100_r06c04f193p01.png,100.png,R,216,255,367,407
100_r06c04f193p01.png,100.png,R,402,438,27,62
100_r06c04f193p01.png,100.png,G,143,189,489,535
100_r06c04f193p01.png,100.png,G,465,508,1,9
100_r06c04f193p01.png,100.png,G,280,313,438,475
100_r06c04f193p01.png,100.png,R,245,276,17,45
100_r06c04f193p01.png,100.png,U,200,245,73,114
100_r06c04f193p01.png,100.png,R,285,319,139,172
100_r06c04f193p01.png,100.png,R,377,420,489,524
100_r06c04f193p01.png,100.png,G,331,363,437,471
100_r06c04f193p01.png,100.png,G,172,218,31,76
100_r06c04f193p01.png,100.png,R,114,151,1,14
100_r06c04f193p01.png,100.png,G,119,149,365,396
100_r06c04f193p01.png,100.png,U,260,304,376,416
100_r06c04f193p01.png,100.png,G,107,138,424,453
100_r06c04f193p01.png,100.png,G,487,537,327,373
100_r06c04f193p01.png,100.png,R,199,257,502,536
100_r06c04f193p01.png,100.png,R,454,496,191,232
100_r06c04f193p01.png,100.png,R,5,40,332,365
100_r06c04f193p01.png,100.png,G,1,21,304,339
100_r06c04f193p01.png,100.png,U,414,438,3,30
1010_r07c04f543p01.png,1010.png,R,286,362,64,136
1010_r07c04f543p01.png,1010.png,R,222,308,992,1072
1010_r07c04f543p01.png,1010.png,R,62,154,962,1054
1010_r07c04f543p01.png,1010.png,R,172,246,786,858
1010_r07c04f543p01.png,1010.png,R,2,80,634,726
1010_r07c04f543p01.png,1010.png,R,2,38,534,612
1010_r07c04f543p01.png,1010.png,R,4,96,462,560
1010_r07c04f543p01.png,1010.png,R,314,380,990,1072
1010_r07c04f543p01.png,1010.png,R,116,184,330,402
1010_r07c04f543p01.png,1010.png,R,2,50,162,242
1010_r07c04f543p01.png,1010.png,R,24,112,200,290
1010_r07c04f543p01.png,1010.png,R,2,30,28,114
1010_r07c04f543p01.png,1010.png,R,2,68,2,42
1010_r07c04f543p01.png,1010.png,R,2,56,100,172
1010_r07c04f543p01.png,1010.png,R,90,126,4,42
1010_r07c04f543p01.png,1010.png,R,4,76,336,422
1010_r07c04f543p01.png,1010.png,R,194,250,114,170
1010_r07c04f543p01.png,1010.png,R,384,462,886,968
1010_r07c04f543p01.png,1010.png,R,428,512,730,818
1010_r07c04f543p01.png,1010.png,R,490,548,484,540
1010_r07c04f543p01.png,1010.png,R,434,534,410,510
1010_r07c04f543p01.png,1010.png,R,640,712,2,34
1010_r07c04f543p01.png,1010.png,R,708,788,78,158
1010_r07c04f543p01.png,1010.png,R,988,1056,546,622
1010_r07c04f543p01.png,1010.png,R,880,958,490,580
1010_r07c04f543p01.png,1010.png,R,370,448,684,768
1010_r07c04f543p01.png,1010.png,R,1004,1080,480,556
1010_r07c04f543p01.png,1010.png,R,972,1050,622,692
1010_r07c04f543p01.png,1010.png,R,534,638,858,948
1010_r07c04f543p01.png,1010.png,R,634,714,846,920
1010_r07c04f543p01.png,1010.png,R,542,624,776,858
1010_r07c04f543p01.png,1010.png,R,440,520,594,664
1010_r07c04f543p01.png,1010.png,R,382,456,626,696
1010_r07c04f543p01.png,1010.png,R,1044,1080,622,700
1010_r07c04f543p01.png,1010.png,R,330,392,530,596
1010_r07c04f543p01.png,1010.png,R,696,766,2,50
1010_r07c04f543p01.png,1010.png,R,342,440,144,234
1010_r07c04f543p01.png,1010.png,R,722,828,212,294
1010_r07c04f543p01.png,1010.png,R,1024,1086,918,1018
1011_r07c04f544p01.png,1011.png,R,412,480,556,628
1011_r07c04f544p01.png,1011.png,R,1032,1080,26,130
1011_r07c04f544p01.png,1011.png,R,2,60,904,992
1011_r07c04f544p01.png,1011.png,R,20,90,842,920
1011_r07c04f544p01.png,1011.png,R,850,902,770,820
1011_r07c04f544p01.png,1011.png,R,820,872,710,772
1011_r07c04f544p01.png,1011.png,R,786,870,642,716
1011_r07c04f544p01.png,1011.png,R,882,970,474,566
1011_r07c04f544p01.png,1011.png,R,520,620,350,456
1011_r07c04f544p01.png,1011.png,R,576,696,490,618
1011_r07c04f544p01.png,1011.png,R,14,96,454,530
1011_r07c04f544p01.png,1011.png,R,2,66,376,468
1011_r07c04f544p01.png,1011.png,R,784,854,2,46
1011_r07c04f544p01.png,1011.png,R,870,952,692,772
